Oración original,Label original,Puntaje positivo,Puntaje negativo,COA,Resultado de inferencia,Tiempo de ejecución
ahh yes lol ima tell my hubby to go get me sum mcdonalds,N/A,0.333,0.0,6.10872335968587,Neutral,0.0009999275207519531
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,N/A,0.0,0.192,4.65291636136882,Neutral,0.0
could go for a lot of mcdonalds i mean a lot,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
my exam went good your prayers worked,N/A,0.326,0.0,6.056437219745015,Neutral,0.001001119613647461
only one exam left and i am so happy for it d,N/A,0.345,0.0,6.202981953052593,Neutral,0.0
math review im going to fail the exam,N/A,0.0,0.333,3.8912766403141315,Neutral,0.0
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,N/A,0.198,0.134,5.184609913735108,Neutral,0.0010004043579101562
obviously not siding with cheney here,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
absolutely hilarious from,N/A,0.599,0.0,8.278393378880534,Positive,0.0
i never did thank you for including me in your top twitter authors you rock amp i new wave d,N/A,0.095,0.112,4.968372454378487,Neutral,0.0
rt awesome jquery reference book for coda webdesign,N/A,0.369,0.0,6.410879834539637,Neutral,0.0009984970092773438
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,N/A,0.238,0.085,5.453082877825045,Neutral,0.0
goodby silverstein s new site i enjoy it,N/A,0.39,0.0,6.617677296454122,Neutral,0.0
wow everyone at the google i o conference got free g s with a month of unlimited service,N/A,0.392,0.0,6.63885687318823,Neutral,0.0010006427764892578
dood i got a free google android phone at the i o conference the g,N/A,0.268,0.0,5.688976190899106,Neutral,0.0
the g is amazing btw a huge improvement over the g,N/A,0.645,0.0,8.224285583662288,Positive,0.0009984970092773438
html demos lots of great stuff to come yes i m excited io googleio,N/A,0.505,0.0,8.332079249987457,Positive,0.0
yay happy place place place i love google,N/A,0.739,0.0,8.075330526462094,Positive,0.0
googleio o d bringing d graphics to the browser very nice tbh funfun,N/A,0.256,0.0,5.625631327364288,Neutral,0.00099945068359375
awesome viral marketing for funny people,N/A,0.636,0.0,8.235993563551592,Positive,0.0
saw night at the museum out of sheer desperation who is funding these movies,N/A,0.0,0.188,4.667182694881498,Neutral,0.0
night at the museum pretty furkin good,N/A,0.55,0.0,8.317816138257614,Positive,0.0
watching night at the museum giggling,N/A,0.333,0.0,6.10872335968587,Neutral,0.0
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,N/A,0.107,0.0,5.109011436504289,Neutral,0.0
just watched night at the museum so stinkin cute,N/A,0.291,0.0,5.82182746112943,Neutral,0.0010001659393310547
so night at the museum was awesome much better than part next weekend we ll see up,N/A,0.318,0.0,5.998939641426668,Neutral,0.0
saw the new night at the museum and i loved it next is to go see up in d,N/A,0.196,0.0,5.361913736989886,Neutral,0.0
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,N/A,0.0,0.217,4.555218983172952,Neutral,0.001001119613647461
as u may have noticed not too happy about the gm situation nor aig lehman et al,N/A,0.0,0.167,4.737350347649556,Neutral,0.0
gm good riddance sad though,N/A,0.322,0.344,4.937918161684143,Neutral,0.0
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,N/A,0.0,0.0,4.999999999999997,Neutral,0.0009999275207519531
having the old coca cola guy on the gm board is stupid has heck tcot ala,N/A,0.0,0.185,4.6777596943260455,Neutral,0.0
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,N/A,0.17,0.211,4.86962021508234,Neutral,0.0009992122650146484
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,N/A,0.112,0.0,5.119135603993526,Neutral,0.0
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,N/A,0.077,0.336,3.9572463551218418,Neutral,0.0009996891021728516
i own a gm car and it is junk as far as quality compared to a honda,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
sad day bankrupt gm,N/A,0.0,0.77,1.9085850350700098,Negative,0.0
is upset about the whole gm thing life as i know it is so screwed up,N/A,0.0,0.341,3.829126870945141,Neutral,0.0010027885437011719
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,N/A,0.0,0.281,4.237836469342185,Neutral,0.0
wftb joining a bit late my connection was down boo time warner,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
cox or time warner cox is cheaper and gets a b on dslreports tw is more expensive and gets a c,N/A,0.0,0.0,4.999999999999997,Neutral,0.0009970664978027344
i am furious with time warner and their phone promotions,N/A,0.0,0.316,4.014980051664362,Neutral,0.0
just got home from chick fil a with the boys damn my internets down stupid time warner,N/A,0.0,0.303,4.102469104967743,Neutral,0.0
could time warner cable suck more no,N/A,0.0,0.519,1.6693900325473399,Negative,0.0
pissed at time warner for causin me to have slow internet problems,N/A,0.0,0.408,3.1832764950825605,Negative,0.0
ummm having some time warner problems,N/A,0.0,0.351,3.747574966496767,Neutral,0.0
you guys see this why does time warner have to suck so much ass really wish i could get u verse at my apartment,N/A,0.104,0.233,4.608146219680877,Neutral,0.0
rt the upside to time warner unhelpful phone operators superslow on site service crap that s not an upside,N/A,0.0,0.133,4.832763808238884,Neutral,0.0
rt new time warner slogan time warner where we make you long for the days before cable,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
confirmed it s time warner s fault not facebook s that fb is taking about minutes to load so tempted to switch to verizon,N/A,0.0,0.119,4.86568016096786,Neutral,0.0009999275207519531
time warner epic fail,N/A,0.0,0.538,1.6760522953532786,Negative,0.0
i know how sad is that rt st day of hurricane season that s less scarey than govt taking over gm,N/A,0.0,0.245,4.429139897882465,Neutral,0.00099945068359375
gm files bankruptcy not a good sign,N/A,0.0,0.325,3.950859248047456,Neutral,0.0
yankees won mets lost its a good day,N/A,0.512,0.178,6.027438468486583,Neutral,0.0
my dentist appt today was actually quite enjoyable,N/A,0.313,0.0,5.964306400057382,Neutral,0.0009999275207519531
i hate the effing dentist,N/A,0.0,0.552,1.68339655632714,Negative,0.0
i hate going to the dentist,N/A,0.0,0.481,2.0746870219193583,Negative,0.0
i hate the dentist who invented them anyways,N/A,0.0,0.381,3.473963771806817,Neutral,0.0
this dentist s office is cold,N/A,0.0,0.0,4.999999999999997,Neutral,0.0009980201721191406
just applied at safeway yeeeee,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
safeway place is a nightmare right now bumming,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
hate safeway select green tea icecream bought two cartons what a waste of money gt _ lt,N/A,0.102,0.316,4.1581448194310715,Neutral,0.0010001659393310547
nike rocks i m super grateful for what i ve done with them amp the european division of nike is beyond,N/A,0.301,0.0,5.884609574239933,Neutral,0.0
have you tried nike v addictive,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
the nike training club beta iphone app looks very interesting,N/A,0.25,0.0,5.595374183794685,Neutral,0.0010013580322265625
argghhhh why won t my jquery appear in safari bad safari,N/A,0.243,0.23,5.047459786411736,Neutral,0.0
i m ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jquery spokenfor js,N/A,0.253,0.177,5.273554950897877,Neutral,0.0
super investors a great weekend read here from warren buffet oldie but a goodie,N/A,0.333,0.0,6.10872335968587,Neutral,0.0009980201721191406
reading michael palin book the python years great book i also recommend warren buffet amp nelson mandela s bio,N/A,0.306,0.0,5.9172152564849965,Neutral,0.0
i mean i m down with notre dame if i have to it s a good school i d be closer to dan i d enjoy it,N/A,0.289,0.0,5.8096313515401095,Neutral,0.0
i can t watch tv without a tivo and after all these years the time warner dvr still sucks,N/A,0.0,0.143,4.807003199017173,Neutral,0.0009992122650146484
i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,N/A,0.259,0.0,5.641111471321836,Neutral,0.0
i still love my kindle but reading the new york times on it does not feel natural i miss the bloomingdale ads,N/A,0.178,0.111,5.171953317354638,Neutral,0.0010030269622802734
i love my kindle no more stacks of books to trip over on the way to the loo,N/A,0.196,0.103,5.249016866254192,Neutral,0.0
although today s keynote rocked for every great announcement at amp t shit on us just a little bit more,N/A,0.181,0.159,5.062925148202274,Neutral,0.0
its not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it,N/A,0.0,0.088,4.925778657668901,Neutral,0.0009996891021728516
fuzzball is more fun than at amp t p,N/A,0.375,0.0,6.4675790737902545,Neutral,0.0
today is a good day to dislike at amp t vote out of office indeed,N/A,0.176,0.158,5.0506764913228555,Neutral,0.0
got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave,N/A,0.241,0.089,5.458980742980822,Neutral,0.0009999275207519531
looks like summize has gone down too many tweets from wwdc perhaps,N/A,0.185,0.0,5.322240305673952,Neutral,0.0
thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen,N/A,0.658,0.0,8.20648260297734,Positive,0.0
man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please,N/A,0.215,0.099,5.328358160112042,Neutral,0.0009996891021728516
i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky,N/A,0.301,0.0,5.884609574239933,Neutral,0.0
the kindle seems the best ereader but will it work in the uk and where can i get one,N/A,0.133,0.0,5.167236191761105,Neutral,0.0
i have a google addiction thank you for pointing that out hahaha,N/A,0.433,0.0,7.134069229857378,Positive,0.0010001659393310547
dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me,N/A,0.339,0.194,5.594519359771274,Neutral,0.0
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,N/A,0.302,0.0,5.89106049580282,Neutral,0.0009987354278564453
gonna go see bobby flay moro at shoreline eat and drink gonna be good,N/A,0.182,0.0,5.31174395500122,Neutral,0.0
can t wait for the great american food and music festival at shoreline tomorrow mmm katz pastrami and bobby flay yes please,N/A,0.42,0.0,6.962424955803904,Positive,0.0
my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today,N/A,0.115,0.083,5.0578045722161695,Neutral,0.0010001659393310547
fighting with latex again,N/A,0.0,0.455,2.538176633620895,Negative,0.0
we love you too and don t want you to die latex the devil,N/A,0.241,0.364,4.571678491801535,Neutral,0.0
hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more,N/A,0.071,0.08,4.987362883034789,Neutral,0.0010001659393310547
shit s hitting the fan in iran craziness indeed iranelection,N/A,0.159,0.428,3.9083449757141735,Neutral,0.0
monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop,N/A,0.383,0.148,6.054341357716757,Neutral,0.0
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,N/A,0.358,0.0,6.312123817955897,Neutral,0.0009992122650146484
i lam so in love with bobby flay he is my favorite rt you need a place in phoenix we have great peppers here,N/A,0.379,0.0,6.506170323246361,Neutral,0.0
i just created my first latex file from scratch that didn t work out very well see it s a great time waster,N/A,0.347,0.0,6.219233678877922,Neutral,0.0
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,N/A,0.307,0.0,5.92381579842142,Neutral,0.001001596450805664
after using latex a lot any other typeset mathematics just looks hideous,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
on that note i hate word i hate pages i hate latex there i said it i hate latex all you texn rds can come kill me now,N/A,0.0,0.52,1.669583150846639,Negative,0.0
ahhh back in a real text editing environment i lt latex,N/A,0.0,0.0,4.999999999999997,Neutral,0.0
trouble in iran i see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,N/A,0.0,0.213,4.5717983215348745,Neutral,0.0
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,N/A,0.0,0.353,3.7306915944354686,Neutral,0.0
